"","Area","Diameter","Height","Length","Major.Axis.Intensity","Major.Axis","Minor.Axis.Intensity","Minor.Axis","Perimeter","Spot.Area.Min","Thickness.Max","Thickness.Min","Width","Aspect.Ratio.Intensity","Aspect.Ratio","Circularity","Compactness","Elongatedness","Lobe.Count","Shape.Ratio","Symmetry.2","Symmetry.3","Symmetry.4","BDI.R3","BDI.R7","Contrast","Modulation","Spot.Count","Std.Dev","Ckit","Sca1","Region"
"91293",144,13.54398355,13,13,10.61235784,13.97944004,8.64309632,13.16492405,56,144,14,10,13,0.814436947,0.941734719,13.4793365,0.533868888,1,1,0.769230769,9.731287074,5.260685866,1.257061698,4575.99998,329.0000081,17.46678815,0.12125163,1,44.79606568,3220.6,1716.3,"R2+TPO"
"91300",142,13.44959924,13,13,8.139521139,13.5313421,7.698713432,13.33500806,56,142,14,12,13,0.945843533,0.985490424,17.89309317,0.576666295,1,1,0.923076923,2.828542815,4.038673619,2.82070706,4244.999998,451.9999986,9.173179932,0.11381619,1,45.66032148,2050.546296,1601.935185,"R2+TPO"
"91386",172,14.80230659,15,15,11.83703582,15.30344896,9.190896956,14.39704742,62,172,14,14,14,0.776452576,0.940771421,13.29405175,0.50658878,1.071428571,3,0.933333333,11.614564,15.7711827,3.099780787,4671.000006,602.0000625,18.52252353,0.133592737,1,49.48075538,5326.339286,1042.410714,"R4+TPO"
"91506",624,28.19405006,28,28,27.26359952,29.56074679,22.55695385,27.07769361,114,624,28,24,27,0.827365214,0.916001676,15.71924975,0.547961912,1.037037037,3,0.857142857,11.19082096,8.334572485,3.16652918,27079.99961,6689.999068,20.3004643,0.224646983,1,89.57441375,23969.34884,5640.488372,"R4+TPO"
"91560",146,13.63771466,13,13,9.22262127,13.92078617,7.96409601,13.35409338,56,146,14,12,13,0.86353931,0.95929161,16.88966177,0.504483545,1,1,0.923076923,6.579204114,2.199085913,3.309373305,5767.000024,344.9999945,31.39770262,0.186727391,1,65.03795426,2581.3,1860.58,"R2+TPO"
"91701",570,26.94651461,26,26,26.63101242,27.93952991,22.68024365,26.12465071,106,570,26,22,25,0.851647819,0.935042601,19.22151192,0.519215688,1.04,1,0.846153846,10.91287983,5.084340651,2.017688715,32278.00003,7628.999985,32.7836095,0.267587114,1,100.7892572,23228.70833,4462.208333,"R4+TPO"
"91703",123,12.51750367,13,13,9.185935556,12.87236907,8.21744377,12.25694004,55,123,12,10,12,0.894567975,0.952189917,10.78134744,0.59841662,1.083333333,1,0.769230769,6.950776846,5.660995449,2.85088947,3642.999989,382,12.48732855,0.106941839,1,42.11682351,4610.480769,2073.620192,"R2+TPO"
"92220",160,14.2766122,14,14,8.520359341,14.30118481,7.82629533,14.23727021,60,160,14,12,14,0.918540524,0.995530817,16.91259107,0.50264161,1,3,0.857142857,3.289264881,7.706052111,2.653494404,7132.999976,688.0000007,17.41456504,0.188319428,1,69.53142163,5439.549107,3138.321429,"R3+TPO"
"92234",152,13.91512031,14,14,9.720628757,14.45298211,7.691179463,13.38898979,58,152,14,12,13,0.791222425,0.926382506,15.1827013,0.497423005,1.076923077,1,0.857142857,10.9013483,5.731943349,3.444547676,6315.000001,344.9999993,27.46548816,0.174816626,1,59.06189386,4770.465517,2265.62069,"R3+TPO"
"92270",140,13.35454788,14,14,8.78206422,14.04534816,8.126351614,12.91722593,58,140,14,12,13,0.925335025,0.91968001,9.538615662,0.585104061,1.076923077,3,0.857142857,4.961612959,22.41264837,7.387735564,4442,468.0000005,6.9341808,0.101096224,1,37.60748609,7125.701613,4725.737903,"R3+TPO"
"92287",133,13.01640317,13,13,7.357770741,13.37560371,6.915558377,12.64679996,56,133,14,12,13,0.939898594,0.945512459,14.43455022,0.546123034,1,1,0.923076923,2.138174242,6.39332775,4.464567632,4994.999998,397,12.39565699,0.132166566,1,52.9746488,1498.71875,1619.36875,"R2+TPO"
"92501",160,14.2766122,15,15,9.354605741,14.83122658,7.643715977,13.77782523,62,160,14,12,14,0.817107229,0.928974091,13.39365915,0.510314745,1.071428571,3,0.8,10.26969631,9.743903479,1.110620059,6415,680,24.19491391,0.158671587,1,59.01646883,6025.15625,2953.539063,"R3+TPO"
"92502",373,21.79814753,23,23,20.27246204,23.12215545,18.93368501,20.5446388,90,373,20,20,20,0.933960807,0.888526108,17.94938594,0.395304617,1.15,1,0.869565217,4.65558661,5.166824066,3.093726578,11163,22829,31.16029667,0.226490066,1,76.26945244,11953.70455,2352.662879,"R4+TPO"
"92621",138,13.25881512,13,13,5.520962625,13.77155132,4.123267607,12.78741871,56,138,14,12,13,0.746838529,0.928538725,12.73051684,0.515294759,1,1,0.923076923,14.26737781,4.118229348,2.894481237,8063.000002,432.999999,26.18027916,0.275698471,1,116.1879694,4949.548387,9866.322581,"R3+TPO"
"92629",159,14.23192786,15,15,10.58769321,15.68802694,7.483293539,12.92367468,60,159,14,12,13,0.706791687,0.823792229,10.09772519,0.565339502,1.153846154,4,0.8,23.2108091,7.415867161,8.104436991,5094.999994,538.9999979,18.25244597,0.181937173,1,56.18846453,7273.447115,3676.091346,"R3+TPO"
"92711",164,14.45396823,14,14,9.515266945,14.47776664,8.21650045,14.40959371,60,164,14,14,14,0.863507088,0.995291199,18.56344334,0.490272398,1,4,1,6.742842144,1.610578996,6.193507779,7061.999989,1033.999968,18.12933682,0.163103238,1,62.96505149,3871.964286,3162.821429,"R2+TPO"
"92735",204,16.12056486,17,17,10.7107226,17.18778432,9.785542943,15.0995258,68,204,16,14,15,0.913621173,0.878503332,14.62199058,0.460797537,1.133333333,1,0.823529412,9.347992603,1.404782151,0.966874749,11013.99999,5257.000018,34.03828172,0.295496607,1,105.1296498,4119.225806,949.016129,"R4+TPO"
"92773",236,17.33888528,18,18,14.07904802,17.74831769,10.50022232,16.96249746,74,236,18,16,17,0.745804852,0.955724241,17.87304987,0.450381009,1.058823529,1,0.888888889,13.50300977,4.716297079,2.305240683,5873.000059,816.0000172,13.15092013,0.147719537,1,47.71620893,12963.08088,5289.878676,"R4+TPO"
"92814",126,12.66923653,13,13,8.726357475,13.07332922,7.144036769,12.26899443,54,126,12,10,12,0.818673403,0.938475137,13.82224158,0.513318299,1.083333333,4,0.769230769,12.53906185,8.879101791,6.984685534,4330.000002,162.9999967,18.75558404,0.130170316,1,48.99962978,2107.714286,1261.709821,"R2+TPO"
"92843",794,31.80353704,35,35,43.2659329,34.66549198,18.54515599,29.64056284,132,794,30,16,29,0.42863183,0.855045209,9.915668227,0.392151406,1.206896552,4,0.457142857,29.20302741,20.54102107,19.7017608,34352.00031,7821.999989,13.86297845,0.140306122,1,61.57720879,32543.83333,22034.23529,"R4+TPO"
"93238",158,14.18710278,14,14,10.19358396,14.69894052,9.433982605,13.80539026,62,158,14,12,14,0.925482406,0.939209887,11.7607429,0.564426187,1,3,0.857142857,3.746411412,11.16077801,5.192123816,3942.999992,354.0000057,12.45197234,0.097668557,1,31.41709676,9223.790323,3485.032258,"R4+TPO"
"93291",157,14.14213562,14,14,9.027301754,14.69636238,8.123620632,13.59857154,58,157,14,12,13,0.899894659,0.925301867,16.6711258,0.542780898,1.076923077,1,0.857142857,5.272727517,2.124730989,0.770510354,6899.000011,439.000001,17.09634379,0.160553217,1,60.33102392,5854.165179,2566.513393,"R3+TPO"
"93559",126,12.66923653,13,13,7.274975615,12.8659941,6.091170102,12.47655732,56,126,14,12,13,0.837277047,0.96973131,13.56376432,0.529806456,1,1,0.923076923,8.197275793,3.902627858,0.887977725,4772.999993,322.0000038,22.04029198,0.146682897,1,63.05571538,2281.037037,1763.962963,"R2+TPO"
"93581",186,15.39294238,15,15,11.09303116,15.79302326,8.730287565,14.99969561,64,186,16,12,15,0.787006494,0.949767208,16.71257187,0.510046255,1,1,0.8,12.64850775,1.186446849,2.869981285,9798.999987,984.9999839,23.22666172,0.186650185,1,71.61700176,10518.17411,4988.857143,"R4+TPO"
"93660",562,26.75674806,26,26,26.23040331,27.0745617,23.60536685,26.44818521,108,562,26,26,26,0.8999239,0.97686476,31.0896697,0.49349731,1,1,1,2.673250064,2.106615453,2.196487347,22644.00018,9318.001139,21.12640993,0.187940988,1,68.21157797,19450.125,11653.0625,"R4+TPO"
"93679",881,33.50064169,33,33,34.18375084,34.10349886,31.91545838,33.03810878,136,881,34,30,33,0.933644132,0.968760095,22.35510578,0.482911003,1,3,0.909090909,4.039705001,13.61107206,4.054650356,39778,16122,28.35606909,0.256990679,1,96.79317624,51539.40441,10605.48039,"R4+TPO"
"93765",402,22.62966882,24,24,22.38012005,24.58526271,19.75089196,20.88890667,92,402,20,20,20,0.882519482,0.849651554,13.84456029,0.415166855,1.2,1,0.833333333,13.08864132,3.990761795,3.32399752,16184,6580,29.0516661,0.17979798,1,63.65114613,16709.20724,2765.763158,"R4+TPO"
"93775",590,27.41518478,26,26,27.20625385,27.71925843,23.94251036,27.21262086,108,590,26,26,26,0.880037012,0.981722542,24.92672493,0.5061747,1,1,1,7.432213257,5.370490357,2.246817856,26922.00003,11597.00046,31.30844278,0.267716535,1,102.0702015,24001.19186,4170.186047,"R4+TPO"
"94109",146,13.63771466,13,13,9.367225174,13.78855742,7.915061464,13.48457082,56,146,14,12,13,0.844973972,0.977953706,17.24342606,0.570800516,1,1,0.923076923,6.018959382,3.847580393,4.002835847,4392.999995,455.0000134,24.75114989,0.144350098,1,58.00478979,5384.160714,3203.026786,"R3+TPO"
"94129",150,13.82327033,14,14,10.63914639,14.30099087,9.046544521,13.35044461,58,150,14,12,13,0.850307364,0.93353284,15.3979874,0.532172464,1.076923077,1,0.857142857,8.595194262,7.18468311,2.191538757,4089.000053,410.9999909,16.32367331,0.133159269,1,46.62176125,11849.6875,2360.142857,"R4+TPO"
"94149",126,12.66923653,13,13,7.935498491,12.96478031,6.176466838,12.36034648,54,126,12,10,12,0.778333818,0.953378784,15.1268001,0.473759776,1.083333333,2,0.769230769,15.42640779,3.128641042,3.994097151,4751,397,36.41979484,0.215968586,1,70.12143886,2922.5,1428.3125,"R2+TPO"
"94198",127,12.71941192,13,13,8.562430476,13.01515031,7.517254893,12.45135106,54,127,12,12,12,0.877934707,0.956681311,13.56541874,0.543941043,1.083333333,1,0.923076923,4.848031752,5.942760437,2.816708959,3533.000019,284.9999928,12.70952904,0.118404118,1,40.0060988,2855.525,3398.16,"R2+TPO"
"94275",323,20.28459928,21,21,19.40991013,21.22066815,16.42170756,19.47515365,86,323,20,18,20,0.846047583,0.917744602,15.30886669,0.554160671,1.05,4,0.857142857,4.261366037,3.685881135,7.154305376,6434.000061,1167.999978,2.6420689,0.053091818,1,22.98108652,5838.888889,1898.373239,"R4+TPO"
"94282",174,14.88811778,15,15,11.62863972,15.4100236,9.600201517,14.49177992,62,174,14,14,14,0.825565307,0.940412571,13.09338456,0.546754368,1.071428571,4,0.933333333,8.436798475,5.953132099,13.70082077,5260.999968,704.000001,12.60203587,0.120364346,1,41.64621615,8550.660714,5545.071429,"R3+TPO"
"94310",182,15.2265273,15,15,11.27067908,15.84081671,7.903454981,14.64915731,64,182,16,14,15,0.701240353,0.924772856,14.96245853,0.497743555,1,2,0.933333333,16.23534131,4.213580836,4.920751866,5346.000099,743.0000079,19.35550219,0.191374663,1,67.58309233,6540,1543.25,"R4+TPO"
"94348",154,14.00636798,14,14,10.05478973,14.43916281,8.054722264,13.58626675,58,154,14,12,13,0.801083114,0.940931751,16.41936389,0.525887834,1.076923077,4,0.857142857,11.33713989,7.002193984,5.789837652,5994.999997,653.0000029,21.11582583,0.146583851,1,55.84635755,4117.25,2596.674107,"R2+TPO"
"94363",151,13.86927135,14,14,9.752273425,14.29237285,8.504753511,13.45569542,58,151,14,12,13,0.872079067,0.941459866,15.38006328,0.541501992,1.076923077,4,0.857142857,9.58661652,11.6833854,9.977664929,5173,823.9999938,20.16051755,0.144138373,1,49.2510541,6714.456731,5237.793269,"R3+TPO"
"94403",135,13.11390568,13,13,9.331122672,13.41167483,7.401886451,12.85814592,54,135,12,12,12,0.793247148,0.95872783,14.73837334,0.553474394,1.083333333,1,0.923076923,10.42547614,5.928751362,2.970035243,4016.000005,413.9999971,21.63487171,0.125490196,1,50.43249763,2494.692308,1637.230769,"R2+TPO"
"94436",156,14.09702503,14,14,9.001784335,14.21082148,8.089760791,13.97743868,60,156,14,12,14,0.898684138,0.983577107,16.05398486,0.509595584,1,1,0.857142857,3.184097785,1.094334188,1.860265816,6129.99997,1224.999997,12.41699032,0.165530068,1,59.74979884,3800.79375,840.2375,"R4+TPO"
"94563",149,13.77711571,14,14,8.831855393,14.24097812,7.287919461,13.37054929,60,149,14,12,14,0.825185551,0.938878578,12.87765454,0.540025016,1,4,0.857142857,8.832484101,7.903263215,6.785303391,4612,612,11.67920628,0.134220073,1,47.0701204,6221.578125,3477.869792,"R3+TPO"
"94643",668,29.17114009,35,35,28.87363825,34.07934784,20.97842365,25.15994376,126,668,26,12,26,0.726559759,0.738275388,8.204260457,0.466170402,1.346153846,2,0.342857143,22.06168608,10.66517579,2.446798346,28934.99985,23758.99991,21.85278287,0.272604588,1,99.65103941,21325.70833,5268.777778,"R4+TPO"
"94693",210,16.35591402,21,21,18.46669377,22.23924313,7.583844555,12.36893233,76,210,14,12,13,0.4106769,0.556175957,3.856210388,0.45023439,1.615384615,2,0.571428571,58.20544035,6.894682065,14.63942131,5235.999997,586.9999986,8.829960255,0.087968952,1,32.79901138,8095.654412,3276.985294,"R4+TPO"
"94802",143,13.4968739,13,13,9.553909535,13.69340038,7.952351933,13.30967483,56,143,14,12,13,0.832366258,0.971977336,15.29114225,0.526430676,1,1,0.923076923,8.918384814,6.912669405,4.117276488,4106.000002,285.9999962,17.88245961,0.162371134,1,61.61402544,2792.055556,2077.194444,"R2+TPO"
"94855",602,27.69257989,28,28,27.46774979,30.97328245,24.3456523,25.8352879,112,602,22,10,26,0.886335884,0.834115271,7.605405794,0.405657891,1.076923077,4,0.357142857,8.388058015,12.42688506,14.18933088,25190.00005,15772.99998,43.65892956,0.381443299,1,149.735577,29709.46023,17965.13068,"R4+TPO"
"94942",885,33.57660696,33,33,36.73849888,34.53524549,33.41189021,32.74951609,136,885,34,32,33,0.909451699,0.948292552,23.09802735,0.397867292,1,1,0.96969697,4.688390991,3.727309054,2.932769964,36913.99998,20347.99999,32.28745095,0.332862191,1,120.7503964,61428.03186,11102.93401,"R4+TPO"
"95030",477,24.65042215,25,25,23.77099885,25.84508326,22.46410834,23.5344842,100,477,24,22,23,0.945021641,0.910598119,19.99287125,0.397732201,1.086956522,1,0.88,5.113621758,1.084868608,3.444350267,15379.99998,6750.999998,23.57907801,0.22122674,1,78.54580203,19193.42812,8554.603125,"R4+TPO"
"95125",137,13.21068859,14,14,6.588380067,14.62685695,5.743719435,11.98678687,56,137,12,10,12,0.8717954,0.819505305,9.164357495,0.621109901,1.166666667,4,0.714285714,13.53384815,4.329793832,6.551319709,4346.000005,163.0000005,9.420729188,0.136470588,1,43.68489653,4323.225,4021.2,"R3+TPO"
"95173",141,13.40215783,13,13,9.903828649,13.73420383,8.562623838,13.16230983,56,141,14,10,13,0.864577139,0.958359872,11.9510067,0.602252939,1,4,0.769230769,5.852393937,7.540982746,8.140469701,3154.00001,391.0000081,7.256042177,0.082428115,1,29.24653124,4561.964286,2072.526786,"R2+TPO"
"95206",135,13.11390568,13,13,8.256967265,13.39675268,7.17790731,12.81991099,56,135,14,12,13,0.869315219,0.956941678,14.9780002,0.497772451,1,3,0.923076923,6.707308474,8.51521333,1.719627086,4309.999986,421.9999988,21.3651811,0.17989418,1,58.12586693,2740.75,2579.428571,"R2+TPO"
"95279",195,15.76095312,16,16,12.85723569,16.44809751,11.49379149,15.09956773,66,195,16,14,15,0.893955106,0.918013024,16.15145998,0.469048942,1.066666667,4,0.875,10.8297561,9.19077559,8.874605488,6217.999992,4339.999989,18.7138499,0.156129032,1,56.62866901,7096.396552,1839.517241,"R4+TPO"
"95319",182,15.2265273,15,15,10.94701163,15.72103137,9.523846453,14.74620458,62,182,14,12,14,0.869995098,0.937992186,18.45865694,0.484731272,1.071428571,1,0.8,6.631329043,3.777106504,2.035544736,9804.999996,2274.999998,22.88028749,0.21908349,1,86.15923834,3427.653846,612.0961538,"R1+TPO"
"95336",129,12.81917354,13,13,9.649282443,13.12983397,7.192107121,12.55025052,56,129,14,10,13,0.745351498,0.955857519,12.55921094,0.526066759,1,3,0.769230769,13.31677765,9.952982822,3.23038398,3450.000001,521.9999981,10.93770583,0.101684342,1,36.52954843,3067.264423,1935.403846,"R2+TPO"
"95350",161,14.32115713,15,15,10.47820261,15.13615935,8.011363366,13.56699879,60,161,14,12,13,0.764574199,0.896330335,13.93619563,0.513752033,1.153846154,1,0.8,13.2532885,6.758836799,1.317323203,6395,776,30.68081684,0.199733688,1,68.70774887,3433.513889,2631.949074,"R2+TPO"
"95383",176,14.9734372,15,15,12.51050484,15.60365958,10.62432213,14.35194367,62,176,14,14,14,0.849232087,0.919780619,16.3810341,0.446390312,1.071428571,4,0.933333333,9.272231899,6.97752819,5.372157101,4958,3598,15.74365147,0.137685844,1,52.55090507,4603.734375,815.2890625,"R4+TPO"
"95392",178,15.05827322,16,16,10.33133824,15.57118381,8.355540658,14.61432974,64,178,16,12,14,0.808756858,0.93854969,13.48858355,0.539414407,1.142857143,4,0.75,11.72685651,4.378068789,8.822198232,6035.000051,759.0000002,20.6911032,0.164806303,1,57.46345699,10048.1875,4856.84375,"R4+TPO"
"95398",692,29.69054837,34,34,29.19770023,31.79197011,26.4530101,28.14581327,136,1,28,2,28,0.905996359,0.88531202,10.70472746,0.48811895,1.214285714,1,0.058823529,7.260267409,1.392171743,1.323929222,23599.99993,19421.00001,24.93386645,0.382614648,3,147.7496873,40323.93,6079.8975,"R4+TPO"
"95443",135,13.11390568,14,14,10.50545663,14.22448718,7.241936781,12.10980795,56,135,12,10,12,0.689350024,0.851335292,10.74165529,0.52984193,1.166666667,4,0.714285714,19.87931706,4.25641969,7.644150019,3602.999989,271.0000014,12.16741906,0.108585859,1,36.83154549,13683.75,9360.035714,"R3+TPO"
"95491",138,13.25881512,13,13,8.022720557,13.65328159,6.858359578,12.97787043,54,138,12,10,12,0.854867065,0.950531221,13.07791289,0.566459262,1.083333333,1,0.769230769,7.926992486,6.902426522,4.859821324,5408,177,18.04114411,0.156670747,1,61.12015404,2327.856481,1452.50463,"R2+TPO"
"95744",533,26.05726178,27,27,24.10639609,26.99199034,23.17386061,25.15965063,108,533,26,24,25,0.961315849,0.932115428,23.82028512,0.493525341,1.08,1,0.888888889,3.009341059,3.516319043,3.754749547,22522,8806.999998,29.11688587,0.229476406,1,83.0925377,15604.81944,4129.552083,"R4+TPO"
"95911",577,27.11147077,28,28,25.80459688,27.90234028,24.75562569,26.3450758,112,577,28,26,26,0.959349445,0.944188751,25.75062691,0.435024443,1.076923077,1,0.928571429,0.603616937,1.064598146,2.537152021,24241.00001,6180,22.06673742,0.236411264,1,90.31025708,23598.57927,3623.237805,"R4+TPO"
"95922",170,14.71599502,14,14,8.645112895,14.8593405,6.123699251,14.56449681,60,170,14,14,14,0.708342311,0.980157687,19.82724805,0.505633943,1,4,1,15.42362132,4.991392558,8.474929684,6439.000001,734.9999955,18.48977088,0.174565087,1,69.91830725,5009.5,3364.741071,"R3+TPO"
"96012",193,15.67991941,15,15,12.61189179,15.82557362,9.909644343,15.55826066,64,193,16,14,15,0.785738136,0.983108798,18.0596789,0.5104644,1,3,0.933333333,12.1642311,11.91611275,4.940227512,6125.999998,782.0000019,18.21445487,0.15147541,1,56.96202165,6692.141593,1150.436975,"R4+TPO"
"96027",184,15.30996096,15,15,9.184516641,15.9015012,8.425066836,14.74709643,66,184,16,14,15,0.917311946,0.92740278,15.07782412,0.497916655,1,3,0.933333333,6.621179898,12.19691008,5.824222308,6753,3487,19.06048863,0.206521739,1,75.79984163,5918.153846,2950.692308,"R3+TPO"
"96039",143,13.4968739,14,14,12.25925961,14.67334607,8.407950547,12.42311071,56,143,12,10,12,0.685844889,0.846644702,11.368128,0.42114025,1.166666667,2,0.714285714,25.71563006,7.803069285,5.823806075,5097,510.0000036,15.92169361,0.131061599,1,45.17199649,3346.08,454.64,"R1+TPO"
"96077",609,27.85311793,28,28,29.23891147,28.92679418,24.35608943,26.90797523,114,609,28,24,27,0.833002605,0.930209378,18.60938451,0.406859217,1.037037037,1,0.857142857,9.801145385,2.46535135,1.32991583,20338.99997,23466.99999,30.60754688,0.294934074,1,105.5163901,28968.54545,5253.875,"R4+TPO"
"96125",193,15.67991941,19,19,14.6043434,18.89036275,10.20539954,13.10406294,68,193,12,12,13,0.698792083,0.693690381,6.674603491,0.460439232,1.461538462,4,0.631578947,27.71866534,9.084817626,11.89296443,5046.999999,862.0000362,8.638697045,0.094291212,1,31.43394313,6374.575,819.4083333,"R4+TPO"
"96282",327,20.40981405,21,21,17.01131804,21.35283594,14.66125852,19.56851809,84,327,20,18,19,0.861853178,0.916436493,16.52029586,0.522963566,1.105263158,4,0.857142857,11.44837007,6.454016291,6.705235633,11501,2922,15.2636653,0.139107612,1,56.12000737,7990.580882,3946.621324,"R3+TPO"
"96291",151,13.86927135,14,14,8.124308484,14.4088772,6.950147713,13.37878406,58,151,14,12,13,0.855475605,0.928509826,13.77523643,0.523884486,1.076923077,1,0.857142857,5.456478108,0.030606214,4.392742023,6624.000015,264,20.89714427,0.182732111,1,68.94236181,2859.75,2577.5,"R2+TPO"
"96352",162,14.36556392,14,14,9.750862434,14.51269874,9.307998478,14.20013135,60,162,14,14,14,0.954582073,0.978462491,17.68079191,0.552538198,1,3,1,0.976205313,9.696509364,2.567467301,4944.000005,507.0000143,14.60257105,0.140077821,1,50.51996064,8214.28125,2623.75,"R4+TPO"
"96446",152,13.91512031,14,14,9.755668959,14.62925008,7.230472907,13.25149343,58,152,14,12,13,0.741156033,0.905821785,13.43588541,0.558441534,1.076923077,2,0.857142857,15.42799834,3.499094308,4.500346417,5975.000022,592.0000012,25.28617135,0.194719472,1,67.80422076,2831.607143,3000.821429,"R2+TPO"
"96461",156,14.09702503,14,14,10.1407811,14.47160497,7.932922232,13.71504882,58,156,14,12,13,0.78227921,0.947721338,18.19796994,0.500713196,1.076923077,4,0.857142857,12.28867605,1.662399617,6.503775892,4651.000004,911.9999988,11.99742169,0.131888545,1,44.97114414,3535.678571,1946.178571,"R2+TPO"
"96478",307,19.77581357,20,20,17.8624393,20.74067112,16.74589742,18.88554603,80,307,18,18,18,0.937492195,0.910556169,18.21551518,0.372014122,1.111111111,1,0.9,7.230345162,6.658139972,3.992174007,6917.999983,12520.00033,21.20376378,0.173669468,1,59.63146143,13513.63514,1330.425676,"R4+TPO"
"96504",646,28.68675542,28,28,29.51194229,30.02916797,27.34358992,27.6005564,112,646,26,26,26,0.926526274,0.919124913,17.38588062,0.456939364,1.076923077,1,0.928571429,5.454617977,3.376816836,1.233679326,33401.99998,17780.00002,23.62118864,0.240289664,1,91.13222015,22770.75852,4802.326705,"R4+TPO"
"96579",162,14.36556392,14,14,10.62873939,14.89418741,8.708883092,13.86678974,62,162,14,12,14,0.819371214,0.931020227,13.77746411,0.679565699,1,4,0.857142857,7.997676024,9.279302689,7.117987527,5520.000004,365.0000029,14.51443281,0.078184111,1,38.27022698,6616.634615,5388.932692,"R3+TPO"
"96625",538,26.17919629,28,28,26.06221397,29.07165616,19.76083336,24.47908928,114,538,22,6,25,0.758217755,0.842025963,7.869499284,0.45544278,1.12,4,0.214285714,17.67272407,5.520733252,6.884181047,21743,7694,24.81209878,0.28906774,1,98.31999048,14875.57558,19195.46512,"R3+TPO"
"96639",176,14.9734372,15,15,9.749387008,15.27783447,8.456960407,14.67543012,64,176,16,14,15,0.867435091,0.960570044,16.22567715,0.521796495,1,3,0.933333333,10.92248378,13.1185914,6.571497564,5471.000002,1655,13.10792351,0.126296522,1,50.07735751,6432.053571,4064.879464,"R3+TPO"
"96739",185,15.35150774,16,16,10.39724912,16.30785025,7.588134475,14.43386859,64,185,14,12,14,0.729821358,0.885087143,14.81932762,0.524724646,1.142857143,2,0.75,18.62661959,5.314317614,0.635478566,5284.000011,1813.00001,12.68851804,0.155930163,1,57.40357914,3857.475962,2864.802885,"R2+TPO"
"97013",131,12.91816476,13,13,9.731656347,13.40123307,8.197107839,12.51145668,54,131,12,12,12,0.842313739,0.933604887,12.78227256,0.492302446,1.083333333,3,0.923076923,8.46280701,13.24720104,5.951838051,2725,455,8.68999157,0.099346405,1,32.29911627,2899.232759,2670.637931,"R2+TPO"
"97044",319,20.15860677,20,20,19.52363451,20.94900368,17.02422871,19.43369053,82,319,20,18,19,0.871980507,0.927666576,18.4953083,0.35427834,1.052631579,1,0.9,1.648423038,1.149944135,0.13712782,12104.00001,13061.99999,23.06146345,0.176551724,1,61.52319152,13441.5625,2588.46875,"R4+TPO"
"97093",132,12.967377,13,13,10.38245862,13.69017372,6.052475902,12.32099328,54,132,12,10,12,0.582952085,0.899988089,11.97898685,0.418500839,1.083333333,2,0.769230769,24.8423501,9.501737781,4.369677325,5695.000002,177.9999998,32.63791968,0.156556904,1,62.05644952,10257.42593,13926.52778,"R3+TPO"
"97369",154,14.00636798,14,14,9.093707836,14.49809707,7.845404178,13.52186264,60,154,14,12,14,0.862728858,0.932664651,14.84438724,0.51474493,1,1,0.857142857,7.69586611,2.767010842,2.207654336,7155,855,27.67569671,0.18429003,1,70.92654393,3127,2436.5,"R2+TPO"
"97485",205,16.16002775,16,16,12.2085212,16.46211191,10.05598944,15.86232976,68,205,16,16,16,0.823686119,0.963565905,17.74147573,0.500297402,1,1,1,6.236643144,3.698778571,4.532895412,6894.000065,598.0000196,23.41117859,0.189940437,1,73.59405997,11326.89286,1900.183036,"R4+TPO"
"97502",147,13.68433946,14,14,7.400430693,14.69278419,7.062610922,12.76180015,56,147,12,10,12,0.954351336,0.868576029,13.04224801,0.514999541,1.166666667,1,0.714285714,7.843105318,1.916439412,1.537155695,9729.999986,412.9999986,26.68608226,0.271856287,1,102.598436,8164.892857,2312.625,"R4+TPO"
"97534",172,14.80230659,15,15,9.208471621,15.42230369,6.749499062,14.1988136,62,172,14,14,14,0.732966266,0.920667488,15.19443329,0.531486336,1.071428571,2,0.933333333,15.90422303,4.780831069,4.930716716,5413.999975,4610.000027,13.21009385,0.179398148,1,72.91127611,7721.129032,8544.451613,"R3+TPO"
"97665",159,14.23192786,14,14,10.15996911,14.64928176,8.550517603,13.86125367,60,159,14,12,14,0.841588937,0.946207049,13.9216072,0.571650622,1,3,0.857142857,7.488896907,7.507530037,2.051562741,5397.999998,941.0000019,12.99942342,0.130381304,1,43.69758728,6081.064516,11685.78226,"R3+TPO"
"97786",149,13.77711571,14,14,10.62386017,14.47847326,7.990928126,13.15766464,58,149,14,12,13,0.752168044,0.908774316,12.28586702,0.505558767,1.076923077,4,0.857142857,17.76122756,7.868295589,13.40371277,3835.999997,1493.000003,9.059124382,0.120933088,1,40.22502244,3842,2510.75,"R2+TPO"
"97803",131,12.91816476,13,13,7.090145486,13.06163168,6.673098912,12.76000408,56,131,14,12,13,0.941179405,0.976907356,14.37777772,0.537040197,1,1,0.923076923,2.680385611,4.612582905,2.980762086,4574.999995,210.9999995,15.98446721,0.176325524,1,62.93056527,3211.14,927.54,"R1+TPO"
"97958",174,14.88811778,15,15,10.65126898,15.2371835,9.75390711,14.55517355,64,174,16,14,15,0.915750708,0.955240419,15.18507783,0.558460819,1,4,0.933333333,5.427699778,7.536611543,7.249349448,5314.00001,213.0000014,9.27458401,0.099076923,1,37.46519413,7799.151786,3484.397321,"R4+TPO"
